,species,authors,citation,year_of_publication,year_of_data_collection,month,state,location,gps_coordinates,lat,lon,scale,urban,habitat,density_per_km2,highest_density_multiple_records,range_av_per_km2,av_rainfall,annual_rain_at_time_of_study,baited,dingoes_present,method,confidence_in_density_estimate,notes,notes2,time,years,ninoa,month_int,r_index,worldclim
163,fox,Risbey et al,"The impact of cats and foxes on the small vertebrate fauna of Heirisson Prong, Western Australia. II. A field experiment",2000,1993,Oct,WA,Heirisson Prong Zone 1 Cape Heirison,"26""10'S, 113""23'E",-26.05925,113.375473,12km2,No,Coastal heath,0.015,,,,,yes,,spotlighting,High,"Zone 1 (low cat, low fox)",vegetation and topography are described in Risbey et al. (1997),1993,1993,nino,10,1993-10,153.780288696289
164,fox,"Dickman, unpub data",unpub data,,1993,Mar,QLD,Simpson Desert,average of several sites,-23.756,138.474,,No,Arid grazing,0.2,,,,,no,yes,spotlighting,High,,15,1993,1993,nino,3,1993-03,136.626480102539
165,fox,"Dickman, unpub data",unpub data,,1993,Jun,QLD,Simpson Desert,average of several sites,-23.756,138.474,,No,Arid grazing,0.15,,,,,no,yes,spotlighting,High,,16,1993,1993,nino,6,1993-06,117.79150390625
166,fox,"Dickman, unpub data",unpub data,,1993,Nov,QLD,Simpson Desert,average of several sites,-23.756,138.474,,No,Arid grazing,0.03,,,,,no,yes,spotlighting,High,,19,1993,1993,nino,11,1993-11,66.1674041748047
167,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Jan,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,0.2,,0.2,,,yes,,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,1,1994-01,465.001220703125
168,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Feb,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,0.6,,0.6,,,yes,,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,2,1994-02,463.442474365234
169,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Mar,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,0.5,,0.5,,,yes,,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,3,1994-03,486.59228515625
170,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Apr,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,0.3,,0.3,,,yes,,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,4,1994-04,485.726165771484
171,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,May,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,0,,0,,,yes,,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,5,1994-05,416.008544921875
172,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Jun,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,0.1,,0.1,,,yes,,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,6,1994-06,382.082092285156
173,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Jul,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,0,,0,,,yes,,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,7,1994-07,344.890747070312
174,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Aug,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,0,,0,,,yes,,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,8,1994-08,327.730987548828
175,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Sep,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,0.2,,0.2,,,yes,,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,9,1994-09,252.350982666016
176,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Oct,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,0,,0,,,yes,,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,10,1994-10,270.530944824219
177,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Nov,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,0,,0,,,yes,,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,11,1994-11,259.797760009766
178,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Dec,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,0.2,,0.2,,,yes,,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,12,1994-12,301.027770996094
179,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Jan,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,0.4,,0.4,,,yes,,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,1,1994-01,490.714111328125
180,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Feb,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,0,,0,,,yes,,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,2,1994-02,477.78125
181,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Mar,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,0,,0,,,yes,,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,3,1994-03,498.566497802734
182,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Apr,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,0.3,,0.3,,,yes,,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,4,1994-04,490.146881103516
183,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,May,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,0.3,,0.3,,,yes,,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,5,1994-05,415.155548095703
184,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Jun,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,0,,0,,,yes,,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,6,1994-06,378.664581298828
185,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Jul,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,0.2,,0.2,,,yes,,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,7,1994-07,345.896331787109
186,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Aug,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,0.3,,0.3,,,yes,,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,8,1994-08,330.044464111328
187,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Sep,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,0.1,,0.1,,,yes,,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,9,1994-09,256.053741455078
188,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Oct,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,0,,0,,,yes,,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,10,1994-10,278.840698242188
189,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Nov,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,0,,0,,,yes,,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,11,1994-11,269.345123291016
190,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Dec,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,0.2,,0.2,,,yes,,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,12,1994-12,310.9267578125
191,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Jan,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,5.5,,5.5,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,1,1994-01,582.634887695312
192,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Feb,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,2.8,,2.8,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,2,1994-02,539.486328125
193,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Mar,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,1,,1,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,3,1994-03,558.000122070313
194,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Apr,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,2,,2,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,4,1994-04,530.410400390625
195,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,May,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,1.7,,1.7,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,5,1994-05,443.240295410156
196,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Jun,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,1.5,,1.5,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,6,1994-06,400.182586669922
197,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Jul,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,0.5,,0.5,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,7,1994-07,370.050079345703
198,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Aug,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,1.6,,1.6,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,8,1994-08,358.845367431641
199,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Sep,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,1.5,,1.5,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,9,1994-09,282.28515625
200,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Oct,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,1.5,,1.5,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,10,1994-10,309.416076660156
201,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Nov,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,1.1,,1.1,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,11,1994-11,303.060913085937
202,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Dec,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,0.3,,0.3,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,12,1994-12,345.174163818359
203,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Jan,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,1,,1,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,1,1994-01,467.249114990234
204,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Feb,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,0.9,,0.9,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,2,1994-02,461.401763916016
205,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Mar,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,0.4,,0.4,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,3,1994-03,481.257720947266
206,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Apr,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,0.8,,0.8,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,4,1994-04,473.405181884766
207,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,May,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,0.5,,0.5,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,5,1994-05,403.906463623047
208,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Jun,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,0.4,,0.4,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,6,1994-06,363.752532958984
209,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Jul,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,0.5,,0.5,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,7,1994-07,332.831085205078
210,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Aug,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,0.6,,0.6,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,8,1994-08,316.895385742187
211,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Sep,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,0.4,,0.4,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,9,1994-09,241.462493896484
212,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Oct,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,0.4,,0.4,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,10,1994-10,261.887603759766
213,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Nov,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,0.2,,0.2,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,11,1994-11,253.638427734375
214,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1994,Dec,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,0.7,,0.7,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1994,1994,nino,12,1994-12,294.008972167969
215,fox,Berghout (2001),"Berghout, M 2001, Ecology of the red fox on the central tablelands of New South Wales, PhD thesis, University of Canberra, Canberra.(in Gentle 2006 Ref Fox Pest Status Review)",2001,1994,Jun,NSW,"properties ""Templemore"" and ""Spring Valley"" near Murringo (midway between the towns of Boorowa and Young)","34""15"" S, 148""30"" E",-34.25,148.5,61.3km2,No,Temperate agricultural (central tablelands New South Wales),1.4,,2.4-5.3,,,no,,Active den counts,High,,,1994,1994,nino,6,1994-06,299.094116210937
216,fox,Berghout (2001),"Berghout, M 2001, Ecology of the red fox on the central tablelands of New South Wales, PhD thesis, University of Canberra, Canberra.(in Gentle 2006 Ref Fox Pest Status Review)",2001,1994,Oct,NSW,"properties ""Templemore"" and ""Spring Valley"" near Murringo (midway between the towns of Boorowa and Young)","34""15"" S, 148""30"" E",-34.25,148.5,61.3km2,No,Temperate agricultural (central tablelands New South Wales),1.4,,2.4-5.3,,,no,,Active den counts,High,,,1994,1994,nino,10,1994-10,199.867889404297
217,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,1994,May,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km10,No,Arid,0.07,7,0.07,220,,no,,Track indices only (number of tracks per 100km),Low,Unbaited site,,1994,1994,nino,5,1994-05,161.279083251953
218,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,1994,Jul,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km11,No,Arid,0.025,2.5,0.025,220,,no,,Track indices only (number of tracks per 100km),Low,Unbaited site,,1994,1994,nino,7,1994-07,124.984634399414
219,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,1994,Sep,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km12,No,Arid,0.04,4,0.04,220,,no,,Track indices only (number of tracks per 100km),Low,Unbaited site,,1994,1994,nino,9,1994-09,62.1154174804687
220,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,1994,May,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km10,No,Arid,0,0,0,220,,yes,,Track indices only (number of tracks per 100km),Low,Baited site,,1994,1994,nino,5,1994-05,161.279083251953
221,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,1994,Jul,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km11,No,Arid,0.03,3,0.03,220,,no,,Track indices only (number of tracks per 100km),Low,Baited site,,1994,1994,nino,7,1994-07,124.984634399414
222,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,1994,Sep,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km12,No,Arid,0,0,0,220,,yes,,Track indices only (number of tracks per 100km),Low,Baited site,,1994,1994,nino,9,1994-09,62.1154174804687
223,fox,Kay,"Kay, B., Gifford, E., Perry, R. & van de Ven, R. (2000). Trapping efficiency for foxes (<i>Vulpes vulpes</i>) in central New SouthWales: age and sex biases and the effects of reduced fox abundance. Wildlife Research, 27, 547-552.",2000,1994,Sep,NSW,"Larras Lee, Central Tablelands:30 km south-east of Lake Burrendong","33""00'S, 148""52'E",-32.98,149.52,50km2,No,Temperate agricultural,,,,705,435,no,,spotlighting,High,,,1994,1994,nino,9,1994-09,208.686553955078
224,fox,Kay,"Kay, B., Gifford, E., Perry, R. & van de Ven, R. (2000). Trapping efficiency for foxes (<i>Vulpes vulpes</i>) in central New SouthWales: age and sex biases and the effects of reduced fox abundance. Wildlife Research, 27, 547-552.",2000,1994,Sep,NSW,"Mumbil, west foreshore Lake Burrendong, Central Tablelands","32""40 S, 149""10 E",-32.666667,149.03,36km3,No,Temperate agricultural,0.3,,0.3,668,437,no,,spotlighting,High,,,1994,1994,nino,9,1994-09,183.838043212891
